Order_ID,Customer_Name,Product_Category,Product_Name,Quantity,Price,Discount_%,Sales_Amount,Order_Date,City,Segment,Profit,Total_Sales,Discount_Amount,Final_price,Revenue,Cost,Sales_Category,Avg_Order_Value,Month,Month_Num,Quarter,Year
1000,Brian Thompson,Jeans,Slim Fit Jeans,1.94053601340034,842,0.6,1624.12773534338,2025-02-27 00:00:00,Delhi,B2C,2137.45,1633.93132328308,5.052,836.948,1624.12773534338,-513.322264656616,Low,842,February,2,1,2025
1001,Shaun Ross,Jeans,Slim Fit Jeans,1,2691.71552713178,0.646466431095406,2674.31448982829,2025-07-15 00:00:00,Ahmedabad,B2B,1588.15,2691.71552713178,17.4010373034897,2674.31448982829,2674.31448982829,1086.16448982829,Low,2691.71552713178,July,7,3,2025
1002,Sarah Snyder,Jackets,Puffer Coat,1,637.82,0.646466431095406,633.696707809187,2025-01-02 00:00:00,Mumbai,B2B,-158.03,637.82,4.12329219081272,633.696707809187,633.696707809187,791.726707809187,Low,637.82,January,1,1,2025
1003,Jay Briggs,Shoes,Loafers,2,2962.27,0.646466431095406,5886.23983770318,2025-06-18 00:00:00,Bengaluru,B2B,2296.5,5924.54,19.1500811484099,2943.11991885159,5886.23983770318,3589.73983770318,Low,2962.27,June,6,2,2025
1004,Maria Blake,Accessories,Belts,1,2881.07,0.27,2873.291111,2025-06-18 00:00:00,Hyderabad,B2B,63.66,2881.07,7.778889,2873.291111,2873.291111,2809.631111,Low,2881.07,June,6,2,2025
1005,Samuel Miller,T-Shirts,Crop Top,1.94053601340034,2691.71552713178,0.646466431095406,5189.60357867015,2023-12-05 00:00:00,Mumbai,B2B,1477.73,5223.37091822809,17.4010373034897,2674.31448982829,5189.60357867015,3711.87357867015,Low,2691.71552713178,December,12,4,2023
1006,John Mclean,Jeans,Boyfriend Jeans,1,2060.85,0.646466431095406,2047.52729655477,2024-04-02 00:00:00,Ahmedabad,B2B,198.36,2060.85,13.3227034452297,2047.52729655477,2047.52729655477,1849.16729655477,Low,2060.85,April,4,2,2024
1007,Dr. Kathryn Bass Phd,Dresses,Casual Midi,1.94053601340034,3669.56,0.646466431095406,7074.87901904594,2024-04-02 00:00:00,Bengaluru,B2C,2490.01,7120.91333333333,23.7224735689046,3645.8375264311,7074.87901904594,4584.86901904594,Low,3669.56,April,4,2,2024
1008,Marie Fisher,Accessories,Sunglasses,1.94053601340034,2691.71552713178,0.646466431095406,5189.60357867015,2024-04-02 00:00:00,Ahmedabad,B2C,-886.8,5223.37091822809,17.4010373034897,2674.31448982829,5189.60357867015,6076.40357867015,Low,2691.71552713178,April,4,2,2024
1009,Dale Perry,T-Shirts,Oversized T-shirt,5,2691.71552713178,0.646466431095406,13371.5724491415,2025-07-20 00:00:00,Bengaluru,B2B,-972.73,13458.5776356589,17.4010373034897,2674.31448982829,13371.5724491415,14344.3024491415,High,2691.71552713178,July,7,3,2025
1010,Oscar Turner,T-Shirts,Crop Top,0,4007.02,0.646466431095406,0,2025-07-20 00:00:00,Pune,B2B,-950.38,0,25.9040391872792,3981.11596081272,0,950.38,Low,2684.2925060627,July,7,3,2025
1011,Jacob Sanchez,Accessories,Belts,0,2691.71552713178,0.646466431095406,0,2025-05-27 00:00:00,Delhi,B2C,1370.67,0,17.4010373034897,2674.31448982829,0,-1370.67,Low,2684.2925060627,May,5,2,2025
1012,Valerie Hampton,Jeans,Straight Cut,4,2691.71552713178,0.21,10744.2516980992,2024-08-22 00:00:00,Ahmedabad,B2B,843.61,10766.8621085271,5.65260260697674,2686.06292452481,10744.2516980992,9900.64169809922,High,2691.71552713178,August,8,3,2024
1013,James Delgado,T-Shirts,Crop Top,1.94053601340034,2691.71552713178,0.62,5190.98601853508,2024-08-22 00:00:00,Pune,B2C,1279.58,5223.37091822809,16.6886362682171,2675.02689086357,5190.98601853508,3911.40601853508,Low,2691.71552713178,August,8,3,2024
1014,Richard Hood,Shoes,Loafers,4,2691.71552713178,0.646466431095406,10697.2579593132,2024-09-21 00:00:00,Hyderabad,B2B,-889.25,10766.8621085271,17.4010373034897,2674.31448982829,10697.2579593132,11586.5079593132,High,2691.71552713178,September,9,3,2024
1015,Julie Fox,Shoes,Sneakers,6,2691.71552713178,0.646466431095406,16045.8869389698,2024-09-21 00:00:00,Ahmedabad,B2B,793.8,16150.2931627907,17.4010373034897,2674.31448982829,16045.8869389698,15252.0869389698,High,2691.71552713178,September,9,3,2024
1016,Valerie Garner,T-Shirts,Crop Top,1.94053601340034,2691.71552713178,0.646466431095406,5189.60357867015,2024-10-26 00:00:00,Hyderabad,B2B,1881.89,5223.37091822809,17.4010373034897,2674.31448982829,5189.60357867015,3307.71357867015,Low,2691.71552713178,October,10,4,2024
1017,Alejandro Johnson,T-Shirts,Oversized T-shirt,3,468.53,0.646466431095406,1396.50333249117,2024-10-26 00:00:00,Mumbai,B2B,-195.65,1405.59,3.02888916961131,465.501110830389,1396.50333249117,1592.15333249117,Low,468.53,October,10,4,2024
1018,Andrew Washington,Dresses,Maxi Dress,4,2691.71552713178,0.646466431095406,10697.2579593132,2024-04-13 00:00:00,Bengaluru,B2C,2102.56,10766.8621085271,17.4010373034897,2674.31448982829,10697.2579593132,8594.69795931317,High,2691.71552713178,April,4,2,2024
1019,Mark Allison,Dresses,Casual Midi,1.94053601340034,4064.4,0.7,7831.90477085427,2024-10-22 00:00:00,Ahmedabad,B2C,877.21,7887.11457286432,28.4508,4035.9492,7831.90477085427,6954.69477085427,Low,4064.4,October,10,4,2024
1020,Russell Eaton,Jeans,Boyfriend Jeans,1,2691.71552713178,0.646466431095406,2674.31448982829,2025-03-19 00:00:00,Pune,B2B,669.75,2691.71552713178,17.4010373034897,2674.31448982829,2674.31448982829,2004.56448982829,Low,2691.71552713178,March,3,1,2025
1021,Amber Bowman,Dresses,Wrap Dress,1.94053601340034,2691.71552713178,0.646466431095406,5189.60357867015,2024-05-05 00:00:00,Bengaluru,B2B,-705.72,5223.37091822809,17.4010373034897,2674.31448982829,5189.60357867015,5895.32357867015,Low,2691.71552713178,May,5,2,2024
1031,Lauren Jensen,Dresses,Wrap Dress,1.94053601340034,1872.05,0.15,3627.33127322027,2025-05-27 00:00:00,Pune,B2C,-863.9,3632.7804438861,2.808075,1869.241925,3627.33127322027,4491.23127322027,Low,1872.05,May,5,2,2025
1023,David Arnold,Shoes,Slip-ons,1.94053601340034,2691.71552713178,0.646466431095406,5189.60357867015,2025-05-27 00:00:00,Mumbai,B2B,-875.51,5223.37091822809,17.4010373034897,2674.31448982829,5189.60357867015,6065.11357867015,Low,2691.71552713178,May,5,2,2025
1025,Christine Reed,Jeans,Straight Cut,4,4595.08,0.646466431095406,18261.4974012721,2025-07-18 00:00:00,Bengaluru,B2B,330.82,18380.32,29.7056496819788,4565.37435031802,18261.4974012721,17930.6774012721,High,4595.08,July,7,3,2025
1026,Colton Baxter,Accessories,Sunglasses,1.94053601340034,2691.71552713178,0.646466431095406,5189.60357867015,2024-12-21 00:00:00,Ahmedabad,B2B,-194.77,5223.37091822809,17.4010373034897,2674.31448982829,5189.60357867015,5384.37357867015,Low,2691.71552713178,December,12,4,2024
1027,Rebecca Dorsey,Accessories,Belts,1,2691.71552713178,0.646466431095406,2674.31448982829,2024-12-21 00:00:00,Hyderabad,B2B,1085.36,2691.71552713178,17.4010373034897,2674.31448982829,2674.31448982829,1588.95448982829,Low,2691.71552713178,December,12,4,2024
1029,Terry Anderson,T-Shirts,Classic Tee,4,2691.71552713178,0.646466431095406,10697.2579593132,2024-12-21 00:00:00,Mumbai,B2B,1737.92,10766.8621085271,17.4010373034897,2674.31448982829,10697.2579593132,8959.33795931317,High,2691.71552713178,December,12,4,2024
1030,Brandi Jones,Dresses,Maxi Dress,3,1069.77,0.646466431095406,3188.56288818021,2023-09-03 00:00:00,Hyderabad,B2C,1155.38,3209.31,6.91570393992933,1062.85429606007,3188.56288818021,2033.18288818021,Low,1069.77,September,9,3,2023
1031,William Williams,Dresses,Wrap Dress,4,2691.71552713178,0.646466431095406,10697.2579593132,2025-01-31 00:00:00,Bengaluru,B2B,-960.24,10766.8621085271,17.4010373034897,2674.31448982829,10697.2579593132,11657.4979593132,High,2691.71552713178,January,1,1,2025
1032,Kim Harris,Jeans,Boyfriend Jeans,1.94053601340034,2182.01,0.646466431095406,4206.89585899902,2025-01-25 00:00:00,Delhi,B2B,1377.61,4234.26898659967,14.1059621731449,2167.90403782686,4206.89585899902,2829.28585899902,Low,2182.01,January,1,1,2025
1033,Jonathan Neal,Jeans,Straight Cut,1.94053601340034,2691.71552713178,0.646466431095406,5189.60357867015,2024-11-13 00:00:00,Hyderabad,B2B,903.69,5223.37091822809,17.4010373034897,2674.31448982829,5189.60357867015,4285.91357867015,Low,2691.71552713178,November,11,4,2024
